North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Peshawar_1_1_W,P-P Link,Peshawar,PSH0319,33.97515,71.56509,M2B-ISB-MSC5-HRT-01,GigabitEthernet2/0/0,M2B-PSH-MGW-HRT-01,GigabitEthernet2/0/0,10 G,1,1,10G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan-Charsada-Peshawar 
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_2_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,GigabitEthernet15/1/10,M2B-MLT-REX-HRT-02,GigabitEthernet5/0/4,270G,31,0,10G,Working,Faisalabad-TobaTek Singh-Shorkot-Khanewal-WARID MSC-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_3_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig9/0/3,M2B-MLT-REX-HRT-02,Gig9/0/3,270G,31,0,10G,Working,Faisalabad-TobaTek Singh-Shorkot-Khanewal-WARID MSC-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_4_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig15/0/4,M2B-MLT-REX-HRT-02,Gig10/1/2,270G,31,0,10G,Working,Faisalabad-TobaTek Singh-Shorkot-Khanewal-WARID MSC-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_3_1_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig 15/0/0,M2B-MLT-REX-HRT-02,Gig5/0/7,270G,31,0,10G,Working,"P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad
W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad"
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_3_1_P,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig 15/0/0,M2B-MLT-REX-HRT-02,Gig5/0/7,270G,31,0,10G,Protection,"P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad
W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad"
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_4_1_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig 15/0/1,M2B-MLT-REX-HRT-02,Gig5/0/8,270G,31,0,10G,Working,Multan-Lodharan-Bhawalpur-Hasilpur-Bhawalnagar-Sahiwal-Okara-Pattoki-MC-FRF-Sheikhupura-Pindbhattain-Faisalabad
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_3_2_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,100GE11/0/1,M2B-MLT-REX-HRT-02,100GE14/0/0,270G,31,0,100G,Working,"W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad"
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_3_2_P,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,100GE11/0/1,M2B-MLT-REX-HRT-02,100GE14/0/0,270G,31,0,100G,Protection,"W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad"
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_5_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,50|100GE7/0/0,M2B-MLT-REX-HRT-02,50|100GE6/1/0,270G,31,0,100G,Working,W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Sargodha_1_1_W,P-PE Link,Sargodha,SGD3825,32.1419,72.6444,M2B-FSD-ZT2-HRT-01,100GE11/0/0,M2B-SGD-MGW-HRT-01,100GE2/1/0,100G,32,0,100G,Working,Faisalabad-PindiBhatian-Sargodha
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_RahimYarKhan_1_1_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-FSD-ZT2-HRT-01,GigabitEthernet8/0/4,M2B-RYK-MGW-HRT-01,GigabitEthernet2/0/0,50G,34,0,10G,Working,Faisalabad-TobaTek Singh-Khanewal-Multan-Lodhran-Bahawalpur-Ahmedpur-Khanpur-RahimYar Khan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_RahimYarKhan_1_2_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-FSD-ZT2-HRT-01,GigabitEthernet8/0/5,M2B-RYK-MGW-HRT-01,GigabitEthernet2/0/1,50G,34,0,10G,Working,Faisalabad-TobaTek Singh-Khanewal-Multan-Lodhran-Bahawalpur-Ahmedpur-Khanpur-RahimYar Khan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_RahimYarKhan_2_1_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-FSD-ZT2-HRT-01,GigabitEthernet9/0/9,M2B-RYK-MGW-HRT-01,GigabitEthernet2/0/2,50G,34,0,10G,Working,Faisalabad-PindiBhatian-Sheikhupura-FRF-MC-Pattoki-Okara-Sahiwal-Arifwala-Bhawalnagar-Hasilpur-Bhawalpur-Ahmadpur-Khanpur-RahimYar Khan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_RahimYarKhan_3_1_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-FSD-ZT2-HRT-01,GigabitEthernet15/0/8,M2B-RYK-MGW-HRT-01,GigabitEthernet2/0/7,50G,34,0,10G,Working,Faisalabad-TobaTek Singh-Khanewal-Chichawatni-Vehari-Hasilpur-Bahawalpur-Mubarakpur-Ahmedpur-Khanpur-RahimYar Khan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_RahimYarKhan_3_2_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-FSD-ZT2-HRT-01,GigabitEthernet8/0/2,M2B-RYK-MGW-HRT-01,GigabitEthernet4/0/0,50G,34,0,10G,Working,Faisalabad-TobaTek Singh-Khanewal-Chichawatni-Vehari-Hasilpur-Bahawalpur-Mubarakpur-Ahmedpur-Khanpur-RahimYar Khan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Bahawalpur_1_1_W,P-PE Link,Bahawalpur,MGW0003,29.3796,71.7308,M2B-FSD-ZT2-HRT-01,50|100GE7/1/0,M2B-BHL-MGW-HRT-01,100GE4/1/0,100G,35,0,100G,Working,"W: Bahawalpur-Lodharan-Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P:Multan-Lodharan-Bhawalpur-Hasilpur-Vehari-Chichawatni-Adda Mureedwala-Tandliawala-Jaranwala-Faisalabad"
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Bahawalpur_1_1_P,P-PE Link,Bahawalpur,MGW0003,29.3796,71.7308,M2B-FSD-ZT2-HRT-01,50|100GE7/1/0,M2B-BHL-MGW-HRT-01,100GE4/1/0,100G,35,0,100G,Protection,"W: Bahawalpur-Lodharan-Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P:Multan-Lodharan-Bhawalpur-Hasilpur-Vehari-Chichawatni-Adda Mureedwala-Tandliawala-Jaranwala-Faisalabad"
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Faisalabad_5_1_W,P-PE Link,Faisalabad,FSD3561,31.43824,73.13995,M2B-MLT-REX-HRT-01,GigabitEthernet7/0/0,M2B-FSD-ZT2-HRT-03,GigabitEthernet5/1/1,240 G,30,0,10G,Working,Multan-Lodharan-Bhawalpur-Hasilpur-Bhawalnagar-Arifwala-Sahiwal-Okara-Pattoki-MC-FRF-Sheikhupura-Pindibhattain-Faisalabad
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Faisalabad_5_2_W,P-PE Link,Faisalabad,FSD3561,31.43824,73.13995,M2B-MLT-REX-HRT-01,Gig 4/1/7,M2B-FSD-ZT2-HRT-03,GigabitEthernet5/0/13,240 G,30,0,10G,Working,Multan-Lodharan-Bhawalpur-Hasilpur-Bhawalnagar-Sahiwal-Okara-Pattoki-MC-FRF-Sheikhupura-Pindbhattain-Faisalabad
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Faisalabad_5_3_W,P-PE Link,Faisalabad,FSD3561,31.43824,73.13995,M2B-MLT-REX-HRT-01,Gig4/0/3,M2B-FSD-ZT2-HRT-03,Gig10/0/1,240 G,30,0,10G,Working,Multan-Lodharan-Bhawalpur-Hasilpur-Bhawalnagar-Sahiwal-Okara-Pattoki-MC-FRF-Sheikhupura-Pindbhattain-Faisalabad
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Faisalabad_5_4_W,P-PE Link,Faisalabad,FSD3561,31.43824,73.13995,M2B-MLT-REX-HRT-01,Gig4/1/1,M2B-FSD-ZT2-HRT-03,GigabitEthernet10/1/10,240 G,30,0,10G,Working,Multan-Lodharan-Bhawalpur-Hasilpur-Bhawalnagar-Sahiwal-Okara-Pattoki-MC-FRF-Sheikhupura-Pindbhattain-Faisalabad
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Faisalabad_6_1_W,P-PE Link,Faisalabad,FSD3561,31.43824,73.13995,M2B-MLT-REX-HRT-01,100GE9/0/0,M2B-FSD-ZT2-HRT-03,100GE11/0/0,240 G,30,0,100G,Working,"W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad"
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Faisalabad_6_1_P,P-PE Link,Faisalabad,FSD3561,31.43824,73.13995,M2B-MLT-REX-HRT-01,100GE9/0/0,M2B-FSD-ZT2-HRT-03,100GE11/0/0,240 G,30,0,100G,Protection,"W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad"
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Faisalabad_6_2_W,P-PE Link,Faisalabad,FSD3561,31.43824,73.13995,M2B-MLT-REX-HRT-01,100GE9/1/1,M2B-FSD-ZT2-HRT-03,50|100GE3/0/0,240 G,30,0,100G,Working,"W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad"
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Faisalabad_6_2_P,P-PE Link,Faisalabad,FSD3561,31.43824,73.13995,M2B-MLT-REX-HRT-01,100GE9/1/1,M2B-FSD-ZT2-HRT-03,50|100GE3/0/0,240 G,30,0,100G,Protection,"W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad"
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Sargodha_1_1_W,P-PE Link,Sargodha,SGD3825,32.1419,72.6444,M2B-MLT-REX-HRT-01,50|100GE6/0/2,M2B-SGD-MGW-HRT-02,100GE2/1/0,100G,32,0,100G,Working,Multan-Khanewal-TobaTek Singh-Faisalabad-Chiniot-Sargodha
Center B,Multan,MSC0001,30.1907,71.4506,Multan_RahimYarKhan_1_1_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-MLT-REX-HRT-01,GigabitEthernet8/0/1,M2B-RYK-MGW-HRT-02,GigabitEthernet2/0/0,50G,34,0,10G,Working,Multan-Muzaffargarh-DGKhan-Rajanpur-Kashmor-Shikarpur-Sukkur-Ghotki-Sadiqabad-RahimYar Khan
Center B,Multan,MSC0001,30.1907,71.4506,Multan_RahimYarKhan_1_2_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-MLT-REX-HRT-01,GigabitEthernet8/0/3,M2B-RYK-MGW-HRT-02,GigabitEthernet2/0/1,50G,34,0,10G,Working,Multan-Muzaffargarh-DGKhan-Rajanpur-Kashmor-Shikarpur-Sukkur-Ghotki-Sadiqabad-RahimYar Khan
Center B,Multan,MSC0001,30.1907,71.4506,Multan_RahimYarKhan_1_3_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-MLT-REX-HRT-01,GigabitEthernet4/1/2,M2B-RYK-MGW-HRT-02,GigabitEthernet2/0/2,50G,34,0,10G,Working,Multan-Muzaffargarh-DGKhan-Rajanpur-Kashmor-Shikarpur-Sukkur-Ghotki-Sadiqabad-RahimYar Khan
Center B,Multan,MSC0001,30.1907,71.4506,Multan_RahimYarKhan_1_4_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-MLT-REX-HRT-01,GigabitEthernet4/1/8,M2B-RYK-MGW-HRT-02,GigabitEthernet2/0/7,50G,34,0,10G,Working,Multan-Muzaffargarh-DGKhan-Rajanpur-Kashmor-Shikarpur-Sukkur-Ghotki-Sadiqabad-RahimYar Khan
Center B,Multan,MSC0001,30.1907,71.4506,Multan_RahimYarKhan_1_5_W,P-PE Link,RahimYarKhan,RYK0391,28.42992,70.33626,M2B-MLT-REX-HRT-01,GigabitEthernet8/0/2,M2B-RYK-MGW-HRT-02,GigabitEthernet4/0/0,50G,34,0,10G,Working,Multan-Muzaffargarh-DGKhan-Rajanpur-Kashmor-Shikarpur-Sukkur-Ghotki-Sadiqabad-RahimYar Khan
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Bahawalpur_1_1_W,P-PE Link,Bahawalpur,MGW0003,29.3796,71.7308,M2B-MLT-REX-HRT-01,50|100GE3/0/0,M2B-BHL-MGW-HRT-02,50|100GE4/1/0,100G,35,0,100G,Working,"W: Multan-Lodharan-Bahawalpur
P: Multan-Warid MSC-Khanewal-Chichawatni-Vehari-Hasilpur-Bahawalpur"
Center B,Multan,MSC0001,30.1907,71.4506,Multan_Bahawalpur_1_1_P,P-PE Link,Bahawalpur,MGW0003,29.3796,71.7308,M2B-MLT-REX-HRT-01,50|100GE3/0/0,M2B-BHL-MGW-HRT-02,50|100GE4/1/0,100G,35,0,100G,Protection,"W: Multan-Lodharan-Bahawalpur
P: Multan-Warid MSC-Khanewal-Chichawatni-Vehari-Hasilpur-Bahawalpur"
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_2_4_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,Gig 14/0/3,M2B-HYD-MGW-HRT-01,Gig2/0/6,90G,32,0,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_2_1_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,Gig 14/0/1,M2B-HYD-MGW-HRT-01,Gig2/0/10,90G,32,,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_2_2_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,Gig 14/0/2,M2B-HYD-MGW-HRT-01,Gig2/0/7,90G,32,,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_2_3_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,GigabitEthernet9/0/2,M2B-HYD-MGW-HRT-01,GigabitEthernet2/0/0,90G,32,,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_3_1_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,Gig4/0/6,M2B-HYD-MGW-HRT-01,GigabitEthernet2/0/1,90G,32,,10G,Working,BERQ-Anum-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_3_2_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,Gig4/0/3,M2B-HYD-MGW-HRT-01,GigabitEthernet2/0/4,90G,32,,10G,Working,BERQ-Anum-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_3_3_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,GigabitEthernet4/0/8,M2B-HYD-MGW-HRT-01,GigabitEthernet2/0/2,90G,32,,10G,Working,BERQ-Anum-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_3_4_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,GigabitEthernet8/0/0,M2B-HYD-MGW-HRT-01,GigabitEthernet2/0/3,90G,32,,10G,Working,BERQ-Anum-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Hyderabad_3_5_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ2-HRT-01,GigabitEthernet4/0/7,M2B-HYD-MGW-HRT-01,GigabitEthernet2/0/8,90G,32,,10G,Working,BERQ-Anum-Asia-Nooriabad-Jamshoro-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Quetta_2_1_W,P-PE Link,Quetta,QTA0430,30.21743,66.99329,M2B-KHI-BRQ2-HRT-01,Gig14/0/0,M2B-QTA-MGW-HRT-01,Gig7/1/3,50G,33,0,10G,Working,BERQ-Anum-Asia-Nooriabad-Jamshoro-kalari-dadu-Mehar-Larkana-Shikarpur-Jacobabad-DMJ-Sibbi-Mach-Quetta
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Quetta_3_1_W,P-PE Link,Quetta,QTA0430,30.21743,66.99329,M2B-KHI-BRQ2-HRT-01,Gig8/0/3,M2B-QTA-MGW-HRT-01,GigabitEthernet2/1/1,50G,33,,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-kalari-dadu-Mehar-Larkana-Shikarpur-Jacobabad-DMJ-Sibbi-Mach-Quetta
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Quetta_3_2_W,P-PE Link,Quetta,QTA0430,30.21743,66.99329,M2B-KHI-BRQ2-HRT-01,Gig4/0/9,M2B-QTA-MGW-HRT-01,GigabitEthernet2/0/3,50G,33,,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-kalari-dadu-Mehar-Larkana-Shikarpur-Jacobabad-DMJ-Sibbi-Mach-Quetta
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Quetta_3_3_W,P-PE Link,Quetta,QTA0430,30.21743,66.99329,M2B-KHI-BRQ2-HRT-01,Gig3/0/0,M2B-QTA-MGW-HRT-01,GigabitEthernet2/0/5,50G,33,,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-kalari-dadu-Mehar-Larkana-Shikarpur-Jacobabad-DMJ-Sibbi-Mach-Quetta
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Quetta_3_4_W,P-PE Link,Quetta,QTA0430,30.21743,66.99329,M2B-KHI-BRQ2-HRT-01,GigabitEthernet3/0/4,M2B-QTA-MGW-HRT-01,GigabitEthernet2/0/6,50G,33,,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-kalari-dadu-Mehar-Larkana-Shikarpur-Jacobabad-DMJ-Sibbi-Mach-Quetta
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Sukkur_3_1_W,P-PE Link,Sukkur,SUK0795,27.71657,68.8391,M2B-KHI-BRQ2-HRT-01,100GE7/1/0,M2B-SKR-MGW-HRT-01,50|100GE4/0/0,200G,34,0,100G,Working,"W: BERQ-MDKA2437-Thatta-Hyderabad-Hala-Nawabshah-Moro-Ranipur-Khairpur-Sukkur
P: BERQ-Asia-Nooriabad-Jamshoro-Kalari-Dadu-Mehar-Larkana-Shikarpur-Sukkur"
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Sukkur_3_1_P,P-PE Link,Sukkur,SUK0795,27.71657,68.8391,M2B-KHI-BRQ2-HRT-01,100GE7/1/0,M2B-SKR-MGW-HRT-01,50|100GE4/0/0,200G,34,0,100G,Protection,"W: BERQ-MDKA2437-Thatta-Hyderabad-Hala-Nawabshah-Moro-Ranipur-Khairpur-Sukkur
P: BERQ-Asia-Nooriabad-Jamshoro-Kalari-Dadu-Mehar-Larkana-Shikarpur-Sukkur"
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Sukkur_3_2_W,P-PE Link,Sukkur,SUK0795,27.71657,68.8391,M2B-KHI-BRQ2-HRT-01,100GE10/0/0,M2B-SKR-MGW-HRT-01,100GE6/0/0,200G,34,,100G,Working,"W: BERQ-MDKA2437-Thatta-Hyderabad-Hala-Nawabshah-Moro-Ranipur-Khairpur-Sukkur
P: BERQ-Asia-Nooriabad-Jamshoro-Kalari-Dadu-Mehar-Larkana-Shikarpur-Sukkur"
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiA_Sukkur_3_2_P,P-PE Link,Sukkur,SUK0795,27.71657,68.8391,M2B-KHI-BRQ2-HRT-01,100GE10/0/0,M2B-SKR-MGW-HRT-01,100GE6/0/0,200G,34,,100G,Protection,"W: BERQ-MDKA2437-Thatta-Hyderabad-Hala-Nawabshah-Moro-Ranipur-Khairpur-Sukkur
P: BERQ-Asia-Nooriabad-Jamshoro-Kalari-Dadu-Mehar-Larkana-Shikarpur-Sukkur"
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Hyderabad_1_1_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ1-HRT-01, Gig14/0/1,M2B-HYD-MGW-HRT-02, Gig2/0/6,80 G,32,0,10G,Working,BERQ-Gharo-Thatta-Jharrak-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Hyderabad_1_2_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ1-HRT-01, Gig14/0/2,M2B-HYD-MGW-HRT-02, Gig2/0/7,80 G,32,,10G,Working,BERQ-Gharo-Thatta-Jharrak-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Hyderabad_1_3_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ1-HRT-01,GigabitEthernet14/1/1 ,M2B-HYD-MGW-HRT-02,GigabitEthernet 2/0/0,80 G,32,,10G,Working,BERQ-Gharo-Thatta-Jharrak-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Hyderabad_1_4_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ1-HRT-01,Gig14/0/4,M2B-HYD-MGW-HRT-02,Gig 2/0/1,80 G,32,,10G,Working,BERQ-Gharo-Thatta-Jharrak-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Hyderabad_1_5_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ1-HRT-01,Gig14/0/0,M2B-HYD-MGW-HRT-02,Gig 2/0/4,80 G,32,,10G,Working,BERQ-Gharo-Thatta-Jharrak-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Hyderabad_1_6_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ1-HRT-01,GigabitEthernet9/0/6,M2B-HYD-MGW-HRT-02,GigabitEthernet 2/0/2,80 G,32,,10G,Working,BERQ-Gharo-Thatta-Jharrak-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Hyderabad_1_7_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ1-HRT-01,GigabitEthernet14/0/3,M2B-HYD-MGW-HRT-02,GigabitEthernet 2/0/3,80 G,32,,10G,Working,BERQ-Gharo-Thatta-Jharrak-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Hyderabad_1_8_W,P-PE Link,Hyderabad,HYD5852,25.36284,68.38067,M2B-KHI-BRQ1-HRT-01,GigabitEthernet9/0/4,M2B-HYD-MGW-HRT-02,GigabitEthernet2/0/8,80 G,32,,10G,Working,BERQ-Gharo-Thatta-Jharrak-Hyderabad
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Quetta_1_1_W,P-PE Link,Quetta,QTA0430,30.21743,66.99329,M2B-KHI-BRQ1-HRT-01,50|100GE10/0/4,M2B-QTA-MGW-HRT-02,100GE5/1/0,100G,33,0,100G,Working,BERQ-MDKA2437-Thatta-Hyderabad-Hala-Nawabshah-Moro-Ranipur-Khairpur-Sukkur-Shikarpur-JacobabadWateen-DMJWateen-SibbiWateen-MachWateen-Quetta
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Sukkur_1_1_W,P-PE Link,Sukkur,SUK0795,27.71657,68.8391,M2B-KHI-BRQ1-HRT-01,50|100GE7/0/0,M2B-SKR-MGW-HRT-02,50|100GE4/0/0,200G,34,0,100G,Working,W: BERQ-MDKA2437-Thatta-Hyderabad-Hala-Nawabshah-Moro-Ranipur-Khairpur-Sukkur
South,Karachi,KHI0033,24.83763889,67.11222222,KarachiB_Sukkur_2_1_W,P-PE Link,Sukkur,SUK0795,27.71657,68.8391,M2B-KHI-BRQ1-HRT-01,50|100GE7/1/0,M2B-SKR-MGW-HRT-02,100GE6/0/0,200G,34,0,100G,Working,W: BERQ-Asia-Nooriabad-Jamshoro-Kalari-Dadu-Mehar-Larkana-Shikarpur-Sukkur
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
